lesmis/lesmis_0001.wav|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|7.63
lesmis/lesmis_4108.wav|Jean Valjean regardait à ses pieds la fenêtre dessinée sur le parquet par le soleil. Un bruit se fit à la porte, il leva les yeux.|Jean Valjean regardait à ses pieds la fenêtre dessinée sur le parquet par le soleil. Un bruit se fit à la porte, il leva les yeux.|9.91
lesmis/lesmis_4109.wav|Marius entra, la tête haute, la bouche riante, on ne sait quelle lumière sur le visage, le front épanoui, l'oeil triomphant.|Marius entra, la tête haute, la bouche riante, on ne sait quelle lumière sur le visage, le front épanoui, l'oeil triomphant.|8.67
lesmis/lesmis_4110.wav|Lui aussi n'avait pas dormi. --C'est vous, père! s'écria-t-il en apercevant Jean Valjean; cet imbécile de Basque qui avait un air mystérieux!|Lui aussi n'avait pas dormi. --C'est vous, père! s'écria-t-il en apercevant Jean Valjean; cet imbécile de Basque qui avait un air mystérieux!|9.25
lesmis/lesmis_4111.wav|Mais vous venez de trop bonne heure. Il n'est encore que midi et demi. Cosette dort.|Mais vous venez de trop bonne heure. Il n'est encore que midi et demi. Cosette dort.|5.49
lesmis/lesmis_4112.wav|Ce mot: Père, dit à M. Fauchelevent par Marius, signifiait: Félicité suprême.|Ce mot: Père, dit à monsieur Fauchelevent par Marius, signifiait: Félicité suprême.|7.22
lesmis/lesmis_4113.wav|Il y avait toujours eu, on le sait, escarpement, froideur et contrainte entre eux; glace à rompre ou à fondre.|Il y avait toujours eu, on le sait, escarpement, froideur et contrainte entre eux; glace à rompre ou à fondre.|8.23
lesmis/lesmis_4114.wav|Marius en était à ce point d'enivrement que l'escarpement s'abaissait, que la glace se dissolvait,|Marius en était à ce point d'enivrement que l'escarpement s'abaissait, que la glace se dissolvait,|6.04
lesmis/lesmis_4115.wav|et que M. Fauchelevent était pour lui, comme pour Cosette, un père. Il continua;|et que monsieur Fauchelevent était pour lui, comme pour Cosette, un père. Il continua;|5.91
lesmis/lesmis_4116.wav|les paroles débordaient de lui, ce qui est propre à ces divins paroxysmes de la joie: --Que je suis content de vous voir!|les paroles débordaient de lui, ce qui est propre à ces divins paroxysmes de la joie: --Que je suis content de vous voir!|7.67
lesmis/lesmis_4117.wav|Si vous saviez comme vous nous avez manqué hier! Bonjour, père. Comment va votre main? Mieux, n'est-ce pas?|Si vous saviez comme vous nous avez manqué hier! Bonjour, père. Comment va votre main? Mieux, n'est-ce pas?|8.29
lesmis/lesmis_4118.wav|Et, satisfait de la bonne réponse qu'il se faisait à lui-même, il poursuivit: --Nous avons bien parlé de vous tous les deux. Cosette vous aime tant!|Et, satisfait de la bonne réponse qu'il se faisait à lui-même, il poursuivit: --Nous avons bien parlé de vous tous les deux. Cosette vous aime tant!|9.26
lesmis/lesmis_4119.wav|Vous n'oubliez pas que vous avez votre chambre ici. Nous ne voulons plus de la rue de l'Homme-Armé. Nous n'en voulons plus du tout.|Vous n'oubliez pas que vous avez votre chambre ici. Nous ne voulons plus de la rue de l'Homme-Armé. Nous n'en voulons plus du tout.|7.64
lesmis/lesmis_4120.wav|Comment aviez-vous pu aller demeurer dans une rue comme ça, qui est malade, qui est grognon, qui est laide, qui a une barrière à un bout, où l'on a froid,|Comment aviez-vous pu aller demeurer dans une rue comme ça, qui est malade, qui est grognon, qui est laide, qui a une barrière à un bout, où l'on a froid,|9.64
lesmis/lesmis_4121.wav|où l'on ne peut pas entrer? Vous viendrez vous installer ici. Et dès aujourd'hui. Ou vous aurez affaire à Cosette.|où l'on ne peut pas entrer? Vous viendrez vous installer ici. Et dès aujourd'hui. Ou vous aurez affaire à Cosette.|8.51
lesmis/lesmis_4122.wav|Elle entend nous mener tous par le bout du nez, je vous en préviens. Vous avez vu votre chambre, elle est tout près de la nôtre; elle donne sur des jardins;|Elle entend nous mener tous par le bout du nez, je vous en préviens. Vous avez vu votre chambre, elle est tout près de la nôtre; elle donne sur des jardins;|9.82
lesmis/lesmis_4123.wav|on a fait arranger ce qu'il y avait à la serrure, le lit est fait, elle est toute prête, vous n'avez qu'à arriver.|on a fait arranger ce qu'il y avait à la serrure, le lit est fait, elle est toute prête, vous n'avez qu'à arriver.|6.98
lesmis/lesmis_4124.wav|Cosette a mis près de votre lit une grande vieille bergère en velours d'Utrecht, à qui elle a dit: tends-lui les bras.|Cosette a mis près de votre lit une grande vieille bergère en velours d'Utrecht, à qui elle a dit: tends-lui les bras.|8.46
lesmis/lesmis_4125.wav|Tous les printemps, dans le massif d'acacias qui est en face de vos fenêtres, il vient un rossignol. Vous l'aurez dans deux mois.|Tous les printemps, dans le massif d'acacias qui est en face de vos fenêtres, il vient un rossignol. Vous l'aurez dans deux mois.|8.06
lesmis/lesmis_4126.wav|Vous aurez son nid à votre gauche et le nôtre à votre droite. La nuit il chantera, et le jour Cosette parlera.|Vous aurez son nid à votre gauche et le nôtre à votre droite. La nuit il chantera, et le jour Cosette parlera.|8.69
lesmis/lesmis_4127.wav|Votre chambre est en plein midi. Cosette vous y rangera vos s, votre voyage du capitaine Cook,|Votre chambre est en plein midi. Cosette vous y rangera vos s, votre voyage du capitaine Cook,|6.67
lesmis/lesmis_4128.wav|et l'autre, celui de Vancouver, toutes vos affaires. Il y a, je crois, une petite valise à laquelle vous tenez,|et l'autre, celui de Vancouver, toutes vos affaires. Il y a, je crois, une petite valise à laquelle vous tenez,|7.49
lesmis/lesmis_4129.wav|j'ai disposé un coin d'honneur pour elle. Vous avez conquis mon grand-père, vous lui allez. Nous vivrons ensemble.|j'ai disposé un coin d'honneur pour elle. Vous avez conquis mon grand-père, vous lui allez. Nous vivrons ensemble.|8.82
lesmis/lesmis_4130.wav|Savez-vous le whist? vous comblerez mon grand-père si vous savez le whist. C'est vous qui mènerez promener Cosette mes jours de palais,|Savez-vous le whist? vous comblerez mon grand-père si vous savez le whist. C'est vous qui mènerez promener Cosette mes jours de palais,|8.21
lesmis/lesmis_4131.wav|vous lui donnerez le bras, vous savez, comme au Luxembourg autrefois. Nous sommes absolument décidés à être très heureux.|vous lui donnerez le bras, vous savez, comme au Luxembourg autrefois. Nous sommes absolument décidés à être très heureux.|8.38
lesmis/lesmis_4132.wav|Et vous en serez, de notre bonheur, entendez-vous, père? Ah çà, vous déjeunez avec nous aujourd'hui?|Et vous en serez, de notre bonheur, entendez-vous, père? Ah çà, vous déjeunez avec nous aujourd'hui?|7.77
lesmis/lesmis_4133.wav|--Monsieur, dit Jean Valjean, j'ai une chose à vous dire. Je suis un ancien forçat.|--Monsieur, dit Jean Valjean, j'ai une chose à vous dire. Je suis un ancien forçat.|7.37
lesmis/lesmis_4134.wav|La limite des sons aigus perceptibles peut être tout aussi bien dépassée pour l'esprit que pour l'oreille. Ces mots: _Je suis un ancien forçat_,|La limite des sons aigus perceptibles peut être tout aussi bien dépassée pour l'esprit que pour l'oreille. Ces mots: Je suis un ancien forçat ,|9.67
lesmis/lesmis_4135.wav|sortant de la bouche de M. Fauchelevent et entrant dans l'oreille de Marius, allaient au delà du possible. Marius n'entendit pas.|sortant de la bouche de monsieur Fauchelevent et entrant dans l'oreille de Marius, allaient au delà du possible. Marius n'entendit pas.|9.24
lesmis/lesmis_4136.wav|Il lui sembla que quelque chose venait de lui être dit; mais il ne sut quoi. Il resta béant.|Il lui sembla que quelque chose venait de lui être dit; mais il ne sut quoi. Il resta béant.|7.45
lesmis/lesmis_4137.wav|Il s'aperçut alors que l'homme qui lui parlait était effrayant.|Il s'aperçut alors que l'homme qui lui parlait était effrayant.|4.04
lesmis/lesmis_4138.wav|Tout à son éblouissement, il n'avait pas jusqu'à ce moment remarqué cette pâleur terrible.|Tout à son éblouissement, il n'avait pas jusqu'à ce moment remarqué cette pâleur terrible.|6.02
lesmis/lesmis_4139.wav|Jean Valjean dénoua la cravate noire qui lui soutenait le bras droit, défit le linge roulé autour de sa main,|Jean Valjean dénoua la cravate noire qui lui soutenait le bras droit, défit le linge roulé autour de sa main,|6.95
lesmis/lesmis_4140.wav|mit son pouce à nu et le montra à Marius. --Je n'ai rien à la main, dit-il. Marius regarda le pouce.|mit son pouce à nu et le montra à Marius. --Je n'ai rien à la main, dit-il. Marius regarda le pouce.|9.3
lesmis/lesmis_4141.wav|--Je n'y ai jamais rien eu, reprit Jean Valjean. Il n'y avait en effet aucune trace de blessure. Jean Valjean poursuivit:|--Je n'y ai jamais rien eu, reprit Jean Valjean. Il n'y avait en effet aucune trace de blessure. Jean Valjean poursuivit:|8.6
lesmis/lesmis_4142.wav|--Il convenait que je fusse absent de votre mariage. Je me suis fait absent le plus que j'ai pu. J'ai supposé cette|--Il convenait que je fusse absent de votre mariage. Je me suis fait absent le plus que j'ai pu. J'ai supposé cette|9.45
lesmis/lesmis_4143.wav|pour ne pas introduire de nullité dans les actes du mariage, pour être dispensé de signer. Marius bégaya: --Qu'est-ce que cela veut dire?|pour ne pas introduire de nullité dans les actes du mariage, pour être dispensé de signer. Marius bégaya: --Qu'est-ce que cela veut dire?|9.89
lesmis/lesmis_4144.wav|--Cela veut dire, répondit Jean Valjean, que j'ai été aux galères. --Vous me rendez fou! s'écria Marius épouvanté.|--Cela veut dire, répondit Jean Valjean, que j'ai été aux galères. --Vous me rendez fou! s'écria Marius épouvanté.|7.45
lesmis/lesmis_4145.wav|--Monsieur Pontmercy, dit Jean Valjean, j'ai été dix-neuf ans aux galères. Pour vol.|--Monsieur Pontmercy, dit Jean Valjean, j'ai été dix-neuf ans aux galères. Pour vol.|5.89
lesmis/lesmis_4146.wav|Puis j'ai été condamné à perpétuité. Pour vol. Pour récidive. À l'heure qu'il est, je suis en rupture de ban.|Puis j'ai été condamné à perpétuité. Pour vol. Pour récidive. l'heure qu'il est, je suis en rupture de ban.|9.21
lesmis/lesmis_4147.wav|Marius avait beau reculer devant la réalité, refuser le fait, résister à l'évidence, il fallait s'y rendre.|Marius avait beau reculer devant la réalité, refuser le fait, résister à l'évidence, il fallait s'y rendre.|7.09
lesmis/lesmis_4148.wav|Il commença à comprendre, et comme cela arrive toujours en pareil cas, il comprit au delà.|Il commença à comprendre, et comme cela arrive toujours en pareil cas, il comprit au delà.|5.94
lesmis/lesmis_4149.wav|Il eut le frisson d'un hideux éclair intérieur; une idée, qui le fit frémir, lui traversa l'esprit.|Il eut le frisson d'un hideux éclair intérieur; une idée, qui le fit frémir, lui traversa l'esprit.|6.85
lesmis/lesmis_4150.wav|Il entrevit dans l'avenir, pour lui-même, une destinée difforme. --Dites tout, dites tout! cria-t-il. Vous êtes le père de Cosette!|Il entrevit dans l'avenir, pour lui-même, une destinée difforme. --Dites tout, dites tout! cria-t-il. Vous êtes le père de Cosette!|9.4
lesmis/lesmis_4151.wav|Et il fit deux pas en arrière avec un mouvement d'indicible horreur.|Et il fit deux pas en arrière avec un mouvement d'indicible horreur.|5.41
lesmis/lesmis_4152.wav|Jean Valjean redressa la tête dans une telle majesté d'attitude qu'il sembla grandir jusqu'au plafond.|Jean Valjean redressa la tête dans une telle majesté d'attitude qu'il sembla grandir jusqu'au plafond.|6.76
lesmis/lesmis_4153.wav|--Il est nécessaire que vous me croyiez ici, monsieur; et, quoique notre serment à nous autres ne soit pas reçu en justice....|--Il est nécessaire que vous me croyiez ici, monsieur; et, quoique notre serment à nous autres ne soit pas reçu en justice....|8.6
lesmis/lesmis_4154.wav|Ici il fit un silence, puis,|Ici il fit un silence, puis,|2.36
lesmis/lesmis_4155.wav|avec une sorte d'autorité souveraine et sépulcrale, il ajouta en articulant lentement et en pesant sur les syllabes:|avec une sorte d'autorité souveraine et sépulcrale, il ajouta en articulant lentement et en pesant sur les syllabes:|8.08
lesmis/lesmis_4156.wav|--...Vous me croirez. Le père de Cosette, moi! devant Dieu, non.|--...Vous me croirez. Le père de Cosette, moi! devant Dieu, non.|6.69
lesmis/lesmis_4157.wav|Monsieur le baron Pontmercy, je suis un paysan de Faverolles. Je gagnais ma vie à émonder des arbres.|Monsieur le baron Pontmercy, je suis un paysan de Faverolles. Je gagnais ma vie à émonder des arbres.|7.75
lesmis/lesmis_4158.wav|Je ne m'appelle pas Fauchelevent, je m'appelle Jean Valjean. Je ne suis rien à Cosette. Rassurez-vous.|Je ne m'appelle pas Fauchelevent, je m'appelle Jean Valjean. Je ne suis rien à Cosette. Rassurez-vous.|8.1
lesmis/lesmis_4159.wav|Marius balbutia: --Qui me prouve?.... --Moi. Puisque je le dis. Marius regarda cet homme.|Marius balbutia: --Qui me prouve?.... --Moi. Puisque je le dis. Marius regarda cet homme.|9.38
lesmis/lesmis_4160.wav|Il était lugubre et tranquille. Aucun mensonge ne pouvait sortir d'un tel calme. Ce qui est glacé est sincère.|Il était lugubre et tranquille. Aucun mensonge ne pouvait sortir d'un tel calme. Ce qui est glacé est sincère.|9.31
lesmis/lesmis_4161.wav|On sentait le vrai dans cette froideur de tombe. --Je vous crois, dit Marius.|On sentait le vrai dans cette froideur de tombe. --Je vous crois, dit Marius.|6.22
lesmis/lesmis_4162.wav|Jean Valjean inclina la tête comme pour prendre acte, et continua: --Que suis-je pour Cosette? un passant.|Jean Valjean inclina la tête comme pour prendre acte, et continua: --Que suis-je pour Cosette? un passant.|8.75
lesmis/lesmis_4163.wav|Il y a dix ans, je ne savais pas qu'elle existât. Je l'aime, c'est vrai. Une enfant qu'on a vue petite, étant soi-même déjà vieux, on l'aime.|Il y a dix ans, je ne savais pas qu'elle existât. Je l'aime, c'est vrai. Une enfant qu'on a vue petite, étant soi-même déjà vieux, on l'aime.|9.74
lesmis/lesmis_4164.wav|Quand on est vieux, on se sent grand-père pour tous les petits enfants. Vous pouvez, ce me semble, supposer que j'ai quelque chose qui ressemble à un coeur.|Quand on est vieux, on se sent grand-père pour tous les petits enfants. Vous pouvez, ce me semble, supposer que j'ai quelque chose qui ressemble à un coeur.|9.87
lesmis/lesmis_4165.wav|Elle était orpheline. Sans père ni mère. Elle avait besoin de moi. Voilà pourquoi je me suis mis à l'aimer.|Elle était orpheline. Sans père ni mère. Elle avait besoin de moi. Voilà pourquoi je me suis mis à l'aimer.|8.06
lesmis/lesmis_4166.wav|C'est si faible les enfants, que le premier venu, même un homme comme moi, peut être leur protecteur. J'ai fait ce devoir-là vis-à-vis de Cosette.|C'est si faible les enfants, que le premier venu, même un homme comme moi, peut être leur protecteur. J'ai fait ce devoir-là vis-à-vis de Cosette.|9.57
lesmis/lesmis_4167.wav|Je ne crois pas qu'on puisse vraiment appeler si peu de chose une bonne action; mais si c'est une bonne action, eh bien, mettez que je l'ai faite.|Je ne crois pas qu'on puisse vraiment appeler si peu de chose une bonne action; mais si c'est une bonne action, eh bien, mettez que je l'ai faite.|8.52
